date/time: ,31/05/2023,08:17 p.m.
Run 1

time	Velocity 2
7,850000	7,992595E-1
7,866667	7,996812E-1
7,883333	7,996065E-1
7,900000	7,996172E-1
7,916667	7,995317E-1
7,933333	7,994730E-1
7,950000	7,995317E-1
7,966667	7,993823E-1
7,983333	7,989178E-1
8,000000	7,986616E-1
8,016667	7,982558E-1
8,033333	7,981544E-1
8,050000	7,974230E-1
8,066667	7,974230E-1
8,083333	7,974230E-1
8,100000	7,963019E-1
8,116667	7,959122E-1
8,133333	7,953036E-1
8,150000	7,953036E-1
8,166667	7,953036E-1
8,183333	7,938676E-1
8,200000	7,936487E-1
8,216667	7,931469E-1
8,233333	7,928693E-1
8,250000	7,925276E-1
8,266667	7,922554E-1
8,283333	7,919778E-1
8,300000	7,918069E-1
8,316667	7,915881E-1
8,333333	7,916147E-1
8,350000	7,915560E-1
8,366667	7,914706E-1
8,383333	7,915667E-1
8,400000	7,916788E-1
8,416667	7,918283E-1
8,433333	7,918496E-1
8,450000	7,920899E-1
8,466667	7,923835E-1
8,483333	7,923248E-1
8,500000	7,927412E-1
8,516667	7,929974E-1
8,533333	7,933391E-1
8,550000	7,933498E-1
8,566667	7,938142E-1
8,583333	7,939263E-1
8,600000	7,942146E-1
8,616667	7,945456E-1
8,633333	7,947912E-1
8,650000	7,949887E-1
8,666667	7,954211E-1
8,683333	7,957681E-1
8,700000	7,961311E-1
8,716667	7,962112E-1
8,733333	7,962379E-1
8,750000	7,965529E-1
8,766667	7,959923E-1
8,783333	7,968678E-1
8,800000	7,968785E-1
8,816667	7,967183E-1
8,833333	7,968518E-1
8,850000	7,967290E-1
8,866667	7,968838E-1
8,883333	7,967237E-1
8,900000	7,965422E-1
8,916667	7,964354E-1
8,933333	7,963553E-1
8,950000	7,965155E-1
8,966667	7,961845E-1
8,983333	7,961525E-1
9,000000	7,958695E-1
9,016667	7,956346E-1
9,033333	7,954852E-1
9,050000	7,954104E-1
9,066667	7,954104E-1
9,083333	7,954104E-1
9,100000	7,949513E-1
9,116667	7,948178E-1
9,133333	7,945776E-1
9,150000	7,945776E-1
9,166667	7,945776E-1
9,183333	7,942626E-1
9,200000	7,942093E-1
9,216667	7,941559E-1
9,233333	7,941559E-1
9,250000	7,941559E-1
9,266667	7,937288E-1
9,283333	7,939210E-1
9,300000	7,938195E-1
9,316667	7,939156E-1
9,333333	7,939156E-1
9,350000	7,937929E-1
9,366667	7,940758E-1
9,383333	7,939797E-1
9,400000	7,939210E-1
9,416667	7,939103E-1
9,433333	7,941399E-1
9,450000	7,941238E-1
9,466667	7,940918E-1
9,483333	7,943320E-1
9,500000	7,942787E-1
9,516667	7,944121E-1
9,533333	7,944388E-1
9,550000	7,945669E-1
9,566667	7,945189E-1
9,583333	7,944495E-1
9,600000	7,945242E-1
9,616667	7,945616E-1
9,633333	7,944175E-1
9,650000	7,944441E-1
9,666667	7,944441E-1
9,683333	7,944441E-1
9,700000	7,941399E-1
9,716667	7,941932E-1
9,733333	7,944228E-1
9,750000	7,941826E-1
9,766667	7,944388E-1
9,783333	7,943214E-1
9,800000	7,944602E-1
9,816667	7,944388E-1
9,833333	7,945082E-1
9,850000	7,943587E-1
9,866667	7,945189E-1
9,883333	7,944762E-1
9,900000	7,943747E-1
9,916667	7,941879E-1
9,933333	7,943908E-1
9,950000	7,944869E-1
9,966667	7,943320E-1
